kpt#   1, nband= 80, wtk=  1.00000, kpt=  0.0000  0.0000  0.0000 (reduced coord)
 -12.53807  -12.52872  -11.64457  -11.64068  -11.63260  -11.62950  -10.87058  -10.85850
 -10.80608  -10.79029  -10.23856  -10.23021  -10.19903  -10.18993   -9.57251   -9.55740
  -9.51456   -9.49953   -6.80289   -6.80256   -6.54636   -6.54025   -6.23894   -6.22585
  -5.94673   -5.93253   -5.75664   -5.75482   -5.65272   -5.63797   -5.62846   -5.61650
  -3.85260   -3.78768   -3.54230   -3.47259   -1.90881   -1.90247   -1.82322   -1.82250
  -1.68769   -1.66592   -1.54184   -1.54118   -1.28869   -1.26167   -0.76836   -0.74794
 kpt#  16, nband= 80, wtk=  1.00000, kpt=  0.5000  0.0000  0.0000 (reduced coord)
 -18.53972  -18.53934  -18.53918  -18.53856  -18.22862  -18.22229  -18.21657  -18.21098
 -17.87090  -17.86141  -17.78035  -17.76331  -17.55235  -17.53811  -16.89080  -16.83249
 -16.61378  -16.52936  -16.39978  -16.39050  -15.88739  -15.83283  -15.73906  -15.72015
 -15.06352  -15.02308  -14.99249  -14.97022  -14.29663  -14.27745  -14.27708  -14.26478
 -12.10101  -12.09935  -12.09344  -12.08932  -11.27866  -11.26605  -11.24393  -11.22902
 -10.57714  -10.56497  -10.44608  -10.43276  -10.14002  -10.13526   -9.61873   -9.56925
  -9.55651   -9.51280   -6.25654   -6.25499   -6.25221   -6.25076   -6.07679   -6.07601
  -6.07346   -6.07258   -5.95907   -5.95857   -5.79653   -5.77544   -5.77289   -5.75414
  -3.87414   -3.80463   -3.54654   -3.47212   -1.87653   -1.86979   -1.77974   -1.77663
  -1.64456   -1.62320   -1.36506   -1.35746   -1.29980   -1.27981   -0.95059   -0.94360
